Column 1,item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
,GP-S3-67,A hypertensive crisis is suspected when blood pressure (BP) is at or above what reading?,120/80 mmHg,Incorrect- This is considered a normal blood pressure range.,140/90 mmHg,"Incorrect- While this indicates hypertension (high blood pressure), it does not meet the criteria for a hypertensive crisis.",>180/120 mmHg,Correct- A blood pressure reading of 180/120 mmHg or higher is considered a hypertensive crisis.,,,C,"A hypertensive crisis is a medical emergency that requires immediate attention due to the risk of damage to major organs. A BP reading exceeding 180/120 mmHg is the key diagnostic indicator. It is distinct from standard hypertension, and timely intervention is crucial to prevent serious complications",,MED – Cardiovascular,Medicine: Cardiovascular,Hard,,GP-F-I5,GP-F-T3
,GP-S3-68,A patient with a Body Mass Index (BMI) of 36 is classified as:,Normal weight,Incorrect- A normal BMI range is typically 18.5 to 24.9 kg/m².,Obese,Correct- A BMI of 30 kg/m² or higher is classified as obese. A BMI of 36 falls into Obesity Class II (severe obesity).,Overweight,Incorrect- A BMI between 25.0 and 29.9 kg/m² is classified as overweight.,,,B,"Body Mass Index (BMI) is a screening tool used to categorize an individual's weight relative to their height. A BMI of 36 indicates obesity, which is associated with an increased risk of various health problems such as diabetes, heart disease, and hypertension. Regular monitoring of BMI helps in assessing health risks and guiding appropriate interventions",,PHN – Nutrition,Public/community health: Nutritionition,Easy,,GP-F-I5,GP-F-T3
,GP-S3-69,What is the main route of Hepatitis B virus (HBV) transmission?,Contaminated food,"Incorrect- This is the main route for Hepatitis A, not Hepatitis B.",Blood and body fluids,"Correct- HBV is primarily transmitted through contact with infected blood, semen, and other body fluids.",Air,Incorrect- HBV is not an airborne virus and cannot be spread through coughing or sneezing.,,,B,"Hepatitis B is a bloodborne pathogen that spreads through sexual contact, sharing contaminated needles, and from mother to child during childbirth. It is not transmitted through casual contact or airborne means. The vaccine is the most effective way to prevent transmission.",,PHN – Communicable,Public/community health: Communicable,Easy,,GP-F-I5,GP-F-T3
,GP-S3-70,What is the role of a nurse as an advocate?,Administer medication,"Incorrect- This is a routine nursing task, not a specific advocacy function.",Speak up for patient rights,Correct- The advocacy role involves defending patient rights and ensuring their voice is heard.,Diagnose illness,"Incorrect- Diagnosis is a medical role, performed by a physician.",,,B,"As advocates, nurses serve as a crucial link between patients and other healthcare providers. They ensure the patient's perspective, preferences, and rights are respected and considered in all care decisions.",,FUND – Ethics,Fundamentals: Ethicsics,Moderate,,GP-F-I5,GP-F-T3
,GP-S3-71,"Universal precautions, now often referred to as Standard Precautions, are applied to which patient population?",Only patients with confirmed bloodborne infections like HIV or Hepatitis B,"Incorrect- Universal precautions apply to all patients, regardless of their known or suspected infection status.","All patients, assuming all blood and specified body fluids are potentially infectious",Correct- This principle mandates treating all patients and their bodily fluids as potentially infectious to prevent disease transmission.,Pediatric patients exclusively,Incorrect- Standard precautions are used universally for all patient ages.,,,B,Standard precautions ensure consistent infection control by treating all patients as potentially infectious. This protects both healthcare workers and patients.,,FUND – IPC,Fundamentals: IPC,Easy,,GP-F-I5,GP-F-T3
,GP-S3-72,What is the most effective immediate first aid measure for controlling hemorrhage from a wound?,Topical application of powdered styptic agents,Incorrect- This method is ineffective for significant bleeding and can introduce infection or cause tissue damage.,Direct application of continuous external pressure,Correct- Applying firm and continuous pressure directly to the wound promotes hemostasis and is the most immediate and effective action.,Submerging the affected limb in an antiseptic solution,"Incorrect- While useful for wound cleaning after bleeding has stopped, this does not control active hemorrhage and can damage tissue.",,,B,Controlling external bleeding prioritizes applying direct pressure to the wound to facilitate clotting and minimize blood loss. Methods like applying powders or chemical disinfectants are either ineffective for heavy bleeding or can cause further harm and are not part of initial hemorrhage control protocols.,,FUND – First Aid,Fundamentals: First Aid,Easy,,GP-F-I5,GP-F-T3
,GP-S3-73,Which is a characteristic of acute illness?,Lasts for years,Incorrect- An illness that lasts for a long time is defined as a chronic condition.,"Rapid onset, short duration","Correct- Acute illnesses start suddenly and typically resolve within a short period, often less than three months.",Gradual development,"Incorrect- A gradual development of symptoms is characteristic of a chronic, not an acute, illness.",,,B,"Acute illnesses are distinguished from chronic conditions by their rapid onset and short duration. Examples include the common cold, the flu, or a broken bone. Chronic conditions, such as diabetes or heart disease, develop slowly and are long-lasting.",,FUND – Terminology,Fundamentals: Terminology,Easy,,GP-F-I5,GP-F-T3
,GP-S3-74,What does “ad lib” mean in nursing orders?,At bedtime,Incorrect- The abbreviation for at bedtime is h.s. (hora somni).,As desired,"Correct- ""Ad lib"" comes from the Latin phrase ad libitum and means ""as the patient desires"" or ""at liberty"".",Every other day,Incorrect- The abbreviation for every other day is q.o.d. (quaque altera die).,,,B,"""Ad lib"" is a common medical abbreviation used in nursing orders to give patients the freedom to perform an activity as they wish, for instance, ambulating ad lib or consuming fluids ad lib. It empowers the patient while providing a clear instruction for the healthcare team.",,FUND – Abbreviations,Fundamentals: Abbreviations,Easy,,GP-F-I5,GP-F-T3
,GP-S3-75,What is the preferred pulse site for infants?,Carotid,Incorrect- The carotid pulse is not recommended for infants because it is difficult to palpate and their necks are sensitive.,Brachial,"Correct- The brachial pulse is located on the inside of the upper arm and is the easiest and most reliable site for checking a pulse in infants, especially those under one year old.",Radial,Incorrect- The radial pulse at the wrist is often too weak or difficult to locate reliably in infants due to their small size.,,,B,"The brachial pulse is the standard site for pulse assessment in infants, particularly in emergency situations like CPR. Its easy accessibility and stronger signal make it the most reliable choice. For older children, the radial or carotid pulse is more appropriate.",,PEDS – Vital Signs,Paediatrics: Vital Signs,Easy,,GP-F-I5,GP-F-T3
,GP-S3-76,What is tachycardia?,Slow heart rate,Incorrect – bradycardia is slow HR.,Fast heart rate (>100 bpm),Correct – tachycardia is abnormally rapid.,High temperature,Incorrect – fever may cause tachycardia but isn’t the definition.,,,B,"Tachycardia = pulse >100 bpm in adults; may be due to fever, anxiety, hypovolemia, or arrhythmias.",,MED – Cardiac,Medicine: Cardiac,Easy,,GP-F-I5,GP-F-T3
,GP-S3-77,What is a nurse's first action when a patient attempts to leave the hospital?,Call the police,"Incorrect- The police should not be called unless the patient lacks capacity and poses a significant, immediate risk.",Assess orientation and reason for leaving,Correct- The nurse's first priority is to determine the patient's capacity and understand their reasons before taking further steps.,Restrain the patient,Incorrect- Restraining a patient is a last resort and should only be done if they lack capacity and pose a serious risk of harm to themselves or others.,,,B,"Before taking any action to restrict a patient's liberty, it is crucial to assess their mental capacity and the underlying reason for wanting to leave. A patient who is deemed competent has the right to refuse treatment and leave against medical advice, provided they are informed of the potential risks. The nurse's role is to ensure the patient is making an informed decision, address any concerns, and document the situation thoroughly",,MHN – Ethics,Mental Health: Ethicsics,Moderate,,GP-F-I5,GP-F-T3
,GP-S3-78,What does cyanosis indicate?,Lack of oxygen in blood,Correct – bluish discoloration from hypoxemia.,Elevated sugar,"Incorrect – causes polyuria/polydipsia, not cyanosis.",Hypertension,Incorrect – high BP doesn’t cause cyanosis.,,,A,Cyanosis signals poor oxygenation/perfusion; needs urgent assessment.,,MED – Resp/Cardio,Medicine: Resp/Cardio,Moderate,,GP-F-I5,GP-F-T3
,GP-S3-79,Which electrolyte imbalance commonly causes muscle cramps?,Hypernatremia,"Incorrect- Hypernatremia (high sodium) is more associated with thirst and confusion, though severe cases can cause muscle twitching.",Hypokalemia,"Correct- Hypokalemia (low potassium) can cause muscle weakness, cramps, and spasms, as potassium is vital for muscle and nerve function.",Hypercalcemia,"Incorrect- Hypercalcemia (high calcium) can cause muscle weakness and fatigue, and in severe cases, twitching, but hypokalemia is a more common cause of cramps.",,,B,"Potassium is essential for normal muscle contraction and nerve function. When potassium levels drop too low (hypokalemia), the electrical signals to the muscles are disrupted, leading to painful and involuntary muscle contractions, or cramps. Other electrolytes like sodium and calcium also affect muscle function, but hypokalemia is a classic cause of muscle cramps.",,MED – Electrolytes,Medicine: Electrolytes,Moderate,,GP-F-I5,GP-F-T3
,GP-S3-80,What is the first action when a patient collapses?,Check responsiveness and call for help,Correct- This is the initial step to assess the situation and activate the emergency response system.,Administer oxygen,"Incorrect- This should not be done before confirming the patient's condition, responsiveness, and breathing.",Call relatives,Incorrect- Delaying emergency medical care for non-urgent communication can be dangerous.,,,A,"The immediate response to a patient collapse is to follow the principles of Basic Life Support (BLS) by ensuring safety, checking for a response, and calling for help. This initial assessment determines if further interventions like CPR are necessary.",,FUND – Emergency,Fundamentals: Emergency,Easy,,GP-F-I5,GP-F-T3
,GP-S3-81,Which vitamin enhances iron absorption?,Vitamin K,"Incorrect – involved in clotting, not iron metabolism.",Vitamin C,Correct – increases non-heme iron absorption.,Vitamin A,"Incorrect – important for vision, not iron uptake.",,,B,"Vitamin C (ascorbic acid) improves iron absorption in the gut, reducing risk of anemia.",,NUTR – Anaemia,Nutrition: Anaemia,Easy,,GP-F-I5,GP-F-T3
,GP-S3-82,What does “etiology” refer to?,Symptoms,"Incorrect- Symptoms are the effects of a disease, not its cause.",Cause of a disease,Correct- Etiology is the study of the cause or origin of a disease.,Treatment,Incorrect- Treatment is the intervention used to manage or cure a disease.,,,B,"In medical terminology, etiology is a critical concept that refers to the underlying reasons for a disease's occurrence. Understanding the etiology helps healthcare professionals determine the most effective treatment plan and develop targeted prevention strategies.",,FUND – Terminology,Fundamentals: Terminology,Easy,,GP-F-I5,GP-F-T3
